time,latitude,longitude,depth,mag
2006-09-30T17:50:23.050Z,46.351,153.166,11,6.6
2006-09-30T17:56:16.100Z,46.185,153.169,10,6
2006-09-30T18:33:38.020Z,46.33,153.256,10,5.5
2006-10-01T09:06:02.320Z,46.47,153.24,19,6.5
2006-10-09T10:01:47.400Z,20.654,120.023,14,6.3
2006-10-09T11:08:28.090Z,20.707,119.981,10,5.9
2006-10-10T23:58:04.000Z,37.197,142.664,9,6
2006-10-11T06:43:53.810Z,20.712,120.084,10,5.7
2006-10-12T14:46:29.920Z,24.148,122.627,35,5.7
2006-10-13T13:47:39.180Z,46.238,153.277,4,5.9
2006-10-17T01:25:12.230Z,-5.881,150.982,32,6.7
2006-10-18T10:45:32.930Z,-15.053,167.266,115,6.4
2006-10-20T14:31:00.150Z,13.432,121.47,22.7,5.8
2006-10-20T17:27:03.250Z,13.493,121.527,25.3,5.8
2006-10-20T22:09:27.350Z,13.418,121.546,10,5.6
2006-10-21T18:23:20.980Z,13.368,121.378,18.3,5.9
2006-10-23T00:19:21.200Z,4.945,125.222,10,5.7
2006-10-23T21:17:19.980Z,29.351,140.27,11,6.4
2006-10-24T03:03:45.280Z,4.898,125.295,10,6.1
2006-10-29T08:31:44.600Z,29.366,140.197,10,5.6
2006-10-30T04:29:17.690Z,-6.475,154.925,35,5.5
2006-10-30T07:38:40.890Z,2.339,126.791,35,5.5
2006-10-30T08:27:41.740Z,2.324,126.777,36,5.6
2006-11-06T20:56:51.110Z,-5.45,146.637,133.2,6
2006-11-07T17:38:33.800Z,-6.482,151.195,11,6.6
2006-11-08T14:56:52.150Z,47.171,153.963,10,5.6
2006-11-11T15:10:30.600Z,-5.994,148.593,47,5.9
2006-11-12T18:21:26.140Z,-6.225,151.05,12,6.2
2006-11-12T21:27:42.440Z,48.281,154.246,36,5.9
2006-11-13T16:12:28.980Z,-6.38,151.23,11,6.2
2006-11-15T11:14:13.570Z,46.592,153.266,10,8.3
2006-11-15T11:23:06.920Z,46.301,154.61,10,5.6
2006-11-15T11:24:29.860Z,46.27,154.52,10,5.6
2006-11-15T11:24:57.490Z,47.77,153.179,10,5.5
2006-11-15T11:25:09.000Z,47.518,152.647,10,6
2006-11-15T11:28:38.460Z,46.086,154.1,10,6
2006-11-15T11:29:22.790Z,46.371,154.475,10,6.2
2006-11-15T11:33:23.800Z,46.862,153.731,10,5.5
2006-11-15T11:34:58.130Z,46.652,155.305,10,6.4
2006-11-15T11:40:55.050Z,46.483,154.726,10,6.7
2006-11-15T11:48:04.230Z,44.104,154.7,10,5.5
2006-11-15T12:16:05.540Z,47.111,154.417,10,5.7
2006-11-15T12:16:44.150Z,46.195,154.668,10,5.9
2006-11-15T12:26:15.760Z,47.421,153.861,10,5.7
2006-11-15T12:28:21.330Z,47.055,155.526,10,5.5
2006-11-15T19:25:25.990Z,47.006,154.979,10,6
2006-11-15T19:28:06.390Z,47.075,155.166,10,5.5
2006-11-15T21:17:08.220Z,46.867,154.996,10,5.5
2006-11-15T21:22:21.460Z,47.278,154.146,12,5.9
2006-11-15T21:25:22.530Z,47.141,153.51,10,5.7
2006-11-15T21:31:24.320Z,47.382,154.164,13.7,5.5
2006-11-15T21:35:09.590Z,47.666,154.548,10,5.6
2006-11-15T21:40:08.550Z,46.718,153.3,10,5.5
2006-11-16T06:20:20.770Z,46.358,154.468,9,6
2006-11-17T06:33:49.450Z,47.017,155.526,10,5.6
2006-11-17T18:03:12.260Z,28.591,129.895,22,6.2
2006-11-19T15:16:52.200Z,46.901,154.891,10,5.5
2006-11-21T08:32:25.710Z,-6.216,154.748,31.7,5.6
2006-11-22T11:15:09.620Z,44.154,146.784,79.9,5.6
2006-11-23T20:04:46.600Z,47.536,154.199,10.2,5.5
2006-11-24T12:31:09.490Z,-5.997,150.483,24,5.9
2006-11-24T15:34:10.170Z,46.762,153.774,11.3,5.5
2006-11-29T01:32:17.920Z,2.52,128.283,39,6.2
2006-12-01T14:01:44.260Z,-8.261,118.753,19,6.3
2006-12-07T06:34:54.320Z,-8.801,126.704,5.5,5.7
2006-12-07T19:10:21.850Z,46.153,154.386,16,6.4
2006-12-10T03:18:23.880Z,10.023,140.416,22.5,5.5
2006-12-10T15:28:09.330Z,29.761,130.516,35,5.7
2006-12-15T16:59:02.390Z,46.407,153.042,10,5.6
2006-12-20T23:55:55.880Z,13.272,125.806,24.6,5.6
2006-12-24T05:07:37.860Z,-4.548,153.161,62.8,5.7
2006-12-24T17:39:07.350Z,-2.115,139.044,29,5.8
2006-12-26T12:26:21.140Z,21.799,120.547,10,7.1
2006-12-26T12:34:13.800Z,21.974,120.493,10,6.9
2006-12-26T12:40:21.700Z,21.636,120.852,10,5.5
2006-12-26T15:19:45.210Z,48.321,154.837,10,6
2006-12-27T02:30:36.540Z,21.999,120.482,10,5.6
