-4.112903225806334717e-01,-8.212903225806371665e-01,-3.212903225806371665e-01,-1.601290322580638303e+00,-2.621290322580634324e+00,5.887096774193665283e-01,-4.612903225806377350e-01,8.987096774193616966e-01,1.578709677419361412e+00,1.108709677419362549e+00,7.787096774193642545e-01,7.487096774193631177e-01,5.887096774193665283e-01,1.048709677419367381e+00,1.318709677419363402e+00,1.538709677419362265e+00,6.887096774193608439e-01,-7.612903225806348928e-01,-2.311290322580639156e+00,-5.312903225806380192e-01,-1.061290322580639156e+00,-2.612903225806348928e-01,5.870967741936539142e-02,-1.451290322580632619e+00,2.687096774193662441e-01,1.687096774193648230e-01,-5.812903225806351770e-01,7.687096774193662441e-01,9.387096774193608439e-01,-5.129032258063404015e-02
-3.999999999999914735e-01,-7.899999999999920419e-01,-4.399999999999906208e-01,-1.479999999999989768e+00,-2.699999999999988631e+00,5.900000000000105160e-01,-6.399999999999934630e-01,1.030000000000008242e+00,1.800000000000011369e+00,1.260000000000005116e+00,7.400000000000090949e-01,6.800000000000068212e-01,3.400000000000105160e-01,9.900000000000090949e-01,1.000000000000007105e+00,1.280000000000008242e+00,2.600000000000051159e-01,-8.499999999999943157e-01,-2.559999999999988063e+00,-7.999999999999118927e-02,-8.099999999999880629e-01,2.000000000001023182e-02,8.000000000000540012e-02,-1.299999999999990052e+00,2.800000000000082423e-01,2.100000000000079581e-01,-7.099999999999937472e-01,9.600000000000079581e-01,9.600000000000079581e-01,-1.099999999999923261e-01
-6.474193548387034980e-01,-8.774193548387074770e-01,-5.374193548387040664e-01,-1.597419354838706340e+00,-2.267419354838708045e+00,7.925806451612942283e-01,-2.474193548387049191e-01,8.725806451612925230e-01,1.852580645161296502e+00,1.112580645161294512e+00,6.925806451612928072e-01,9.625806451612959336e-01,6.525806451612936598e-01,1.072580645161295365e+00,1.162580645161291670e+00,1.602580645161296502e+00,5.825806451612933756e-01,-8.574193548387043506e-01,-2.067419354838705203e+00,-4.174193548387066244e-01,-9.774193548387088981e-01,-3.574193548387043506e-01,2.580645161295080925e-03,-1.707419354838705772e+00,2.258064516129110189e-02,3.125806451612973547e-01,-6.274193548387074770e-01,7.425806451612970704e-01,7.125806451612959336e-01,-6.741935483870520329e-02
-4.519354838709546129e-01,-8.319354838709571709e-01,-3.219354838709520550e-01,-1.601935483870953192e+00,-2.661935483870955466e+00,6.080645161290476608e-01,-4.019354838709574551e-01,8.880645161290487977e-01,1.718064516129047092e+00,1.098064516129042545e+00,8.180645161290485134e-01,6.880645161290459555e-01,5.880645161290445344e-01,1.008064516129046240e+00,1.298064516129045387e+00,1.558064516129043398e+00,6.580645161290448186e-01,-7.419354838709537603e-01,-2.291935483870950918e+00,-4.919354838709537603e-01,-1.061935483870954045e+00,-2.419354838709537603e-01,4.806451612904538706e-02,-1.461935483870952623e+00,2.780645161290493661e-01,1.780645161290479450e-01,-5.619354838709540445e-01,7.980645161290453871e-01,9.680645161290470924e-01,-2.219354838709506339e-01
-4.012903225806212504e-01,-8.412903225806189766e-01,-4.712903225806215346e-01,-1.451290322580618408e+00,-2.631290322580618124e+00,5.687096774193776128e-01,-5.812903225806209662e-01,9.987096774193773285e-01,1.648709677419375907e+00,1.248709677419377329e+00,7.087096774193781812e-01,5.687096774193776128e-01,2.987096774193815918e-01,9.487096774193801707e-01,1.008709677419382444e+00,1.288709677419376476e+00,2.087096774193781812e-01,-8.312903225806209662e-01,-2.511290322580620682e+00,-5.129032258061982930e-02,-8.212903225806229557e-01,-1.290322580622671467e-03,7.870967741937562323e-02,-1.271290322580618692e+00,2.887096774193764759e-01,2.087096774193781812e-01,-7.212903225806215346e-01,9.987096774193773285e-01,1.008709677419382444e+00,1.787096774193770443e-01
-6.558064516129036292e-01,-9.058064516129036292e-01,-5.258064516129010713e-01,-1.565806451612900219e+00,-2.285806451612899082e+00,7.941935483870992130e-01,-2.258064516129039134e-01,8.641935483870994972e-01,1.864193548387099497e+00,1.094193548387096371e+00,6.841935483870997814e-01,9.341935483870997814e-01,6.241935483870975077e-01,1.104193548387101487e+00,1.154193548387098645e+00,1.614193548387099497e+00,4.841935483870969392e-01,-8.358064516129033450e-01,-2.025806451612901071e+00,-3.958064516128985133e-01,-9.958064516128999344e-01,-3.358064516129033450e-01,4.193548387100065611e-03,-1.625806451612902492e+00,7.419354838710034983e-02,3.241935483871003498e-01,-6.158064516129044819e-01,7.641935483870980761e-01,7.541935483871000656e-01,-2.258064516129039134e-01
-4.254838709677528641e-01,-8.554838709677525799e-01,-3.854838709677466113e-01,-1.585483870967749453e+00,-2.605483870967752580e+00,5.845161290322522518e-01,-4.154838709677477482e-01,8.645161290322533887e-01,1.624516129032251399e+00,1.084516129032252252e+00,7.345161290322508307e-01,6.745161290322485570e-01,5.745161290322471359e-01,1.014516129032251968e+00,1.264516129032251968e+00,1.534516129032247989e+00,6.045161290322482728e-01,-7.654838709677491693e-01,-2.265483870967749169e+00,-4.654838709677520114e-01,-1.085483870967749453e+00,-2.254838709677500219e-01,2.451612903224997808e-02,-1.385483870967746611e+00,2.945161290322531045e-01,2.045161290322496939e-01,-5.754838709677514430e-01,8.145161290322491254e-01,1.024516129032249978e+00,1.451612903225196760e-02
-3.996774193548375820e-01,-8.296774193548372978e-01,-5.196774193548421295e-01,-1.449677419354841845e+00,-2.589677419354842414e+00,5.403225806451601443e-01,-6.196774193548435505e-01,9.803225806451578705e-01,1.720322580645159860e+00,1.220322580645159860e+00,6.303225806451564495e-01,5.703225806451612812e-01,3.103225806451561652e-01,9.203225806451627022e-01,9.603225806451618496e-01,1.270322580645157018e+00,1.603225806451575863e-01,-8.296774193548372978e-01,-2.519677419354842129e+00,-4.967741935484326632e-02,-7.996774193548432663e-01,4.032258064516014429e-02,3.032258064516213381e-02,-1.199677419354841845e+00,3.403225806451573021e-01,2.403225806451558810e-01,-7.396774193548409926e-01,1.040322580645160144e+00,1.090322580645157302e+00,1.603225806451575863e-01
-6.254838709677486008e-01,-9.054838709677426323e-01,-5.754838709677443376e-01,-1.595483870967747464e+00,-2.295483870967743201e+00,7.745161290322570835e-01,-2.354838709677480324e-01,8.545161290322553782e-01,1.844516129032257368e+00,1.104516129032255378e+00,5.845161290322522518e-01,9.345161290322536729e-01,6.445161290322545256e-01,1.094516129032257368e+00,1.134516129032256515e+00,1.614516129032253389e+00,4.945161290322559466e-01,-8.454838709677474640e-01,-1.995483870967746043e+00,-3.854838709677466113e-01,-9.954838709677460429e-01,-3.154838709677463271e-01,-5.548387096774831662e-02,-1.605483870967745474e+00,1.245161290322513992e-01,3.045161290322582204e-01,-6.254838709677486008e-01,7.845161290322550940e-01,8.045161290322582204e-01,-8.548387096774234806e-02
-4.148387096774186489e-01,-8.948387096774155225e-01,-3.748387096774195015e-01,-1.664838709677418649e+00,-2.614838709677414386e+00,5.551612903225802143e-01,-4.248387096774166594e-01,8.651612903225824880e-01,1.945161290322580783e+00,1.105161290322584478e+00,6.551612903225816353e-01,6.951612903225807827e-01,5.551612903225802143e-01,9.751612903225819196e-01,1.195161290322580783e+00,1.545161290322582204e+00,5.651612903225853302e-01,-7.948387096774141014e-01,-2.264838709677420070e+00,-4.448387096774197857e-01,-1.134838709677417512e+00,-2.348387096774189331e-01,-1.483870967742006997e-02,-1.384838709677417512e+00,4.251612903225847617e-01,1.851612903225827722e-01,-5.948387096774183647e-01,8.151612903225853302e-01,1.065161290322585330e+00,3.516129032258419329e-02
