1.365099999999999909e+02,1.469099999999999966e+02,2.352800000000000011e+02,1.391599999999999966e+02,1.467899999999999920e+02,1.535099999999999909e+02,1.520200000000000102e+02,1.441299999999999955e+02,1.416800000000000068e+02,1.459099999999999966e+02,1.518000000000000114e+02,1.485500000000000114e+02,1.467899999999999920e+02,1.463499999999999943e+02,1.433199999999999932e+02,1.437700000000000102e+02,1.408700000000000045e+02,1.420000000000000000e+02,1.490699999999999932e+02,1.414900000000000091e+02,1.374399999999999977e+02,1.408400000000000034e+02,1.408400000000000034e+02,1.397700000000000102e+02,1.331299999999999955e+02,1.325300000000000011e+02,1.380699999999999932e+02,1.386200000000000045e+02,1.377899999999999920e+02,1.406100000000000136e+02,1.423700000000000045e+02
1.365099999999999909e+02,1.471500000000000057e+02,2.346100000000000136e+02,1.391599999999999966e+02,1.467899999999999920e+02,1.537199999999999989e+02,1.518000000000000114e+02,1.441299999999999955e+02,1.419000000000000057e+02,1.463499999999999943e+02,1.518000000000000114e+02,1.485500000000000114e+02,1.470099999999999909e+02,1.461299999999999955e+02,1.428700000000000045e+02,1.439900000000000091e+02,1.406399999999999864e+02,1.420000000000000000e+02,1.488600000000000136e+02,1.414900000000000091e+02,1.374399999999999977e+02,1.408400000000000034e+02,1.408400000000000034e+02,1.399799999999999898e+02,1.333300000000000125e+02,1.327299999999999898e+02,1.380699999999999932e+02,1.387599999999999909e+02,1.379300000000000068e+02,1.408700000000000045e+02,1.421200000000000045e+02
1.365099999999999909e+02,1.469099999999999966e+02,2.343799999999999955e+02,1.391599999999999966e+02,1.467899999999999920e+02,1.535099999999999909e+02,1.522299999999999898e+02,1.441299999999999955e+02,1.421299999999999955e+02,1.463499999999999943e+02,1.513700000000000045e+02,1.489900000000000091e+02,1.467899999999999920e+02,1.461299999999999955e+02,1.428700000000000045e+02,1.439900000000000091e+02,1.406399999999999864e+02,1.420000000000000000e+02,1.488600000000000136e+02,1.414900000000000091e+02,1.374399999999999977e+02,1.410600000000000023e+02,1.408400000000000034e+02,1.397700000000000102e+02,1.333300000000000125e+02,1.329300000000000068e+02,1.382800000000000011e+02,1.387599999999999909e+02,1.379300000000000068e+02,1.407400000000000091e+02,1.424900000000000091e+02
1.366500000000000057e+02,1.471500000000000057e+02,2.338000000000000114e+02,1.393000000000000114e+02,1.467899999999999920e+02,1.537199999999999989e+02,1.520200000000000102e+02,1.441299999999999955e+02,1.419000000000000057e+02,1.463499999999999943e+02,1.513700000000000045e+02,1.489900000000000091e+02,1.467899999999999920e+02,1.461299999999999955e+02,1.424300000000000068e+02,1.439900000000000091e+02,1.408700000000000045e+02,1.420000000000000000e+02,1.488600000000000136e+02,1.414900000000000091e+02,1.374399999999999977e+02,1.410600000000000023e+02,1.406299999999999955e+02,1.395500000000000114e+02,1.335300000000000011e+02,1.331299999999999955e+02,1.382800000000000011e+02,1.387599999999999909e+02,1.379300000000000068e+02,1.406100000000000136e+02,1.421200000000000045e+02
1.366500000000000057e+02,1.472700000000000102e+02,2.334499999999999886e+02,1.395600000000000023e+02,1.467899999999999920e+02,1.539300000000000068e+02,1.522299999999999898e+02,1.441299999999999955e+02,1.423499999999999943e+02,1.463499999999999943e+02,1.515900000000000034e+02,1.494300000000000068e+02,1.467899999999999920e+02,1.459099999999999966e+02,1.424300000000000068e+02,1.439900000000000091e+02,1.408700000000000045e+02,1.420000000000000000e+02,1.486500000000000057e+02,1.414900000000000091e+02,1.372299999999999898e+02,1.412700000000000102e+02,1.406299999999999955e+02,1.395500000000000114e+02,1.335300000000000011e+02,1.333300000000000125e+02,1.380699999999999932e+02,1.388899999999999864e+02,1.379300000000000068e+02,1.406100000000000136e+02,1.423700000000000045e+02
1.368000000000000114e+02,1.471500000000000057e+02,2.328499999999999943e+02,1.394300000000000068e+02,1.470099999999999909e+02,1.539300000000000068e+02,1.520200000000000102e+02,1.441299999999999955e+02,1.421299999999999955e+02,1.465699999999999932e+02,1.509399999999999977e+02,1.494300000000000068e+02,1.467899999999999920e+02,1.459099999999999966e+02,1.421999999999999886e+02,1.439900000000000091e+02,1.410900000000000034e+02,1.420000000000000000e+02,1.484399999999999977e+02,1.414900000000000091e+02,1.372299999999999898e+02,1.410600000000000023e+02,1.408400000000000034e+02,1.393400000000000034e+02,1.335300000000000011e+02,1.333300000000000125e+02,1.382800000000000011e+02,1.387599999999999909e+02,1.379300000000000068e+02,1.406100000000000136e+02,1.422500000000000000e+02
1.369399999999999977e+02,1.470300000000000011e+02,2.324900000000000091e+02,1.398300000000000125e+02,1.470099999999999909e+02,1.537199999999999989e+02,1.520200000000000102e+02,1.441299999999999955e+02,1.421299999999999955e+02,1.465699999999999932e+02,1.511599999999999966e+02,1.496399999999999864e+02,1.467899999999999920e+02,1.459099999999999966e+02,1.417599999999999909e+02,1.442199999999999989e+02,1.410900000000000034e+02,1.420000000000000000e+02,1.484399999999999977e+02,1.414900000000000091e+02,1.372299999999999898e+02,1.410600000000000023e+02,1.406299999999999955e+02,1.389199999999999875e+02,1.337299999999999898e+02,1.333300000000000125e+02,1.382800000000000011e+02,1.390300000000000011e+02,1.379300000000000068e+02,1.404799999999999898e+02,1.422500000000000000e+02
1.369399999999999977e+02,1.467899999999999920e+02,2.318799999999999955e+02,1.396999999999999886e+02,1.470099999999999909e+02,1.539300000000000068e+02,1.520200000000000102e+02,1.441299999999999955e+02,1.423499999999999943e+02,1.463499999999999943e+02,1.509399999999999977e+02,1.496399999999999864e+02,1.467899999999999920e+02,1.456899999999999977e+02,1.417599999999999909e+02,1.444399999999999977e+02,1.410900000000000034e+02,1.420000000000000000e+02,1.484399999999999977e+02,1.414900000000000091e+02,1.372299999999999898e+02,1.412700000000000102e+02,1.406299999999999955e+02,1.389199999999999875e+02,1.335300000000000011e+02,1.335300000000000011e+02,1.382800000000000011e+02,1.390300000000000011e+02,1.379300000000000068e+02,1.404799999999999898e+02,1.421200000000000045e+02
1.369399999999999977e+02,1.469099999999999966e+02,2.313799999999999955e+02,1.396999999999999886e+02,1.472400000000000091e+02,1.537199999999999989e+02,1.522299999999999898e+02,1.443600000000000136e+02,1.425699999999999932e+02,1.463499999999999943e+02,1.507299999999999898e+02,1.498600000000000136e+02,1.467899999999999920e+02,1.456899999999999977e+02,1.417599999999999909e+02,1.442199999999999989e+02,1.413100000000000023e+02,1.420000000000000000e+02,1.482299999999999898e+02,1.414900000000000091e+02,1.372299999999999898e+02,1.412700000000000102e+02,1.406299999999999955e+02,1.386999999999999886e+02,1.335300000000000011e+02,1.335300000000000011e+02,1.382800000000000011e+02,1.393000000000000114e+02,1.379300000000000068e+02,1.404799999999999898e+02,1.421200000000000045e+02
1.370800000000000125e+02,1.465500000000000114e+02,2.308700000000000045e+02,1.399600000000000080e+02,1.472400000000000091e+02,1.539300000000000068e+02,1.522299999999999898e+02,1.443600000000000136e+02,1.423499999999999943e+02,1.467899999999999920e+02,1.507299999999999898e+02,1.500800000000000125e+02,1.465699999999999932e+02,1.456899999999999977e+02,1.415399999999999920e+02,1.444399999999999977e+02,1.413100000000000023e+02,1.420000000000000000e+02,1.480200000000000102e+02,1.414900000000000091e+02,1.374399999999999977e+02,1.412700000000000102e+02,1.406299999999999955e+02,1.386999999999999886e+02,1.333300000000000125e+02,1.337299999999999898e+02,1.382800000000000011e+02,1.391599999999999966e+02,1.377899999999999920e+02,1.402199999999999989e+02,1.421200000000000045e+02
