-3.225837962962962990e+00,-5.459356481481478340e+00,-3.646481481481472997e+00,-4.434775462962974757e+00,-3.557474537037037976e+00,-4.747053240740740421e+00
-3.065837962962959296e+00,-5.069356481481477772e+00,-3.476481481481478397e+00,-4.164775462962971631e+00,-3.497474537037035702e+00,-4.457053240740741273e+00
-2.345837962962960432e+00,-4.819356481481477772e+00,-3.086481481481477829e+00,-3.864775462962974473e+00,-2.897474537037041387e+00,-4.207053240740741273e+00
-2.655837962962962706e+00,-4.999356481481477488e+00,-3.256481481481479534e+00,-3.844775462962971346e+00,-3.017474537037031723e+00,-4.187053240740745252e+00
-2.915837962962960717e+00,-4.969356481481476351e+00,-3.376481481481476976e+00,-3.974775462962973904e+00,-3.297474537037039966e+00,-4.307053240740742694e+00
-2.345837962962960432e+00,-4.809356481481479761e+00,-3.166481481481476123e+00,-3.884775462962970494e+00,-2.887474537037036271e+00,-4.287053240740746674e+00
-2.825837962962957306e+00,-5.149356481481476067e+00,-3.526481481481475555e+00,-4.034775462962976178e+00,-3.207474537037043660e+00,-4.477053240740744400e+00
-3.065837962962959296e+00,-5.079356481481475782e+00,-3.646481481481472997e+00,-4.134775462962970494e+00,-3.497474537037035702e+00,-4.627053240740742979e+00
-2.325837962962957306e+00,-4.809356481481479761e+00,-3.226481481481478397e+00,-3.874775462962972483e+00,-2.897474537037041387e+00,-4.407053240740744116e+00
-2.805837962962961285e+00,-5.139356481481478056e+00,-3.626481481481476976e+00,-4.034775462962976178e+00,-3.267474537037031723e+00,-4.577053240740745821e+00
-3.035837962962958159e+00,-5.039356481481476635e+00,-3.696481481481477260e+00,-4.124775462962972483e+00,-3.507474537037033713e+00,-4.747053240740740421e+00
-2.275837962962960148e+00,-4.869356481481474930e+00,-3.336481481481477829e+00,-3.884775462962970494e+00,-2.947474537037038544e+00,-4.517053240740743547e+00
-2.885837962962959580e+00,-5.289356481481476635e+00,-3.836481481481477829e+00,-4.194775462962972767e+00,-3.457474537037036555e+00,-4.867053240740744968e+00
-2.845837962962960432e+00,-4.919356481481479193e+00,-3.626481481481476976e+00,-4.014775462962973052e+00,-3.367474537037040250e+00,-4.667053240740742126e+00
-2.265837962962962138e+00,-4.789356481481476635e+00,-3.356481481481473850e+00,-3.944775462962972767e+00,-2.947474537037038544e+00,-4.657053240740744116e+00
-2.715837962962957874e+00,-5.139356481481478056e+00,-3.726481481481478397e+00,-4.044775462962974188e+00,-3.247474537037035702e+00,-4.797053240740744684e+00
-2.985837962962961001e+00,-5.059356481481479761e+00,-3.876481481481476976e+00,-4.084775462962973336e+00,-3.557474537037037976e+00,-4.917053240740742126e+00
-2.215837962962957874e+00,-4.779356481481478625e+00,-3.476481481481478397e+00,-3.884775462962970494e+00,-2.987474537037030586e+00,-4.707053240740741273e+00
-2.865837962962956453e+00,-5.279356481481478625e+00,-3.996481481481474418e+00,-4.194775462962972767e+00,-3.497474537037035702e+00,-5.017053240740743547e+00
-2.845837962962960432e+00,-4.819356481481477772e+00,-3.786481481481473566e+00,-3.964775462962975894e+00,-3.427474537037035418e+00,-4.717053240740746389e+00
-2.265837962962962138e+00,-4.819356481481477772e+00,-3.616481481481478966e+00,-3.884775462962970494e+00,-3.027474537037036839e+00,-4.627053240740742979e+00
-2.895837962962957590e+00,-5.259356481481475498e+00,-4.046481481481478681e+00,-4.214775462962975894e+00,-3.527474537037036839e+00,-4.977053240740744400e+00
-2.825837962962957306e+00,-4.839356481481480898e+00,-3.846481481481475839e+00,-3.904775462962973620e+00,-3.457474537037036555e+00,-4.767053240740743547e+00
-2.265837962962962138e+00,-4.719356481481476351e+00,-3.556481481481476692e+00,-3.794775462962974188e+00,-3.057474537037037976e+00,-4.717053240740746389e+00
-3.085837962962962422e+00,-5.429356481481477203e+00,-4.146481481481472997e+00,-4.294775462962974188e+00,-3.757474537037033713e+00,-5.247053240740740421e+00
-3.035837962962958159e+00,-4.999356481481477488e+00,-3.866481481481478966e+00,-4.074775462962975325e+00,-3.697474537037038544e+00,-4.987053240740742410e+00
-2.315837962962959296e+00,-4.779356481481478625e+00,-3.436481481481479250e+00,-3.834775462962973336e+00,-3.157474537037032292e+00,-4.787053240740746674e+00
-2.805837962962961285e+00,-5.069356481481477772e+00,-3.716481481481473281e+00,-3.974775462962973904e+00,-3.477474537037039681e+00,-4.917053240740742126e+00
-3.095837962962960432e+00,-5.089356481481480898e+00,-3.796481481481478681e+00,-4.084775462962973336e+00,-3.757474537037033713e+00,-5.027053240740741558e+00
-2.325837962962957306e+00,-4.819356481481477772e+00,-3.406481481481478113e+00,-3.874775462962972483e+00,-3.177474537037042523e+00,-4.787053240740746674e+00
